best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.6044397950172424,0.662946343421936,0.7529168725013733,0.7599999904632568,0.0010000000474974513,29
