precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.9136363636363636,0.8695652173913043,0.7555555555555555,1.0,0.68,0.8409090909090909,0.9866666666666667,0.9,0.6,0.008985042572021484
