              precision    recall  f1-score   support

     class 0       1.00      0.68      0.81        25
     class 1       0.84      0.99      0.91        75
     class 2       0.90      0.60      0.72        15

    accuracy                           0.87       115
   macro avg       0.91      0.76      0.81       115
weighted avg       0.88      0.87      0.86       115
