              precision    recall  f1-score   support

     class 0       0.90      0.72      0.80        25
     class 1       0.84      0.93      0.89        75
     class 2       0.75      0.60      0.67        15

    accuracy                           0.84       115
   macro avg       0.83      0.75      0.78       115
weighted avg       0.84      0.84      0.84       115
