precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.831124497991968,0.8434782608695652,0.7511111111111112,0.9,0.72,0.8433734939759037,0.9333333333333333,0.75,0.6,597.5031287670135
