              precision    recall  f1-score   support

     class 0       0.62      0.40      0.49        25
     class 1       0.76      0.99      0.86        75
     class 2       0.46      0.17      0.25        35
     class 3       0.50      0.80      0.62        15

    accuracy                           0.68       150
   macro avg       0.59      0.59      0.55       150
weighted avg       0.64      0.68      0.63       150
