precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.6819331983805668,0.7,0.6423809523809524,0.8461538461538461,0.44,0.75,0.92,0.631578947368421,0.34285714285714286,0.5,0.8666666666666667,1233.65469789505
