precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.5898697974118484,0.68,0.5447619047619048,0.6190476190476191,0.52,0.7525773195876289,0.9733333333333334,0.5263157894736842,0.2857142857142857,0.46153846153846156,0.4,1204.760498046875
