              precision    recall  f1-score   support

     class 0       0.62      0.52      0.57        25
     class 1       0.75      0.97      0.85        75
     class 2       0.53      0.29      0.37        35
     class 3       0.46      0.40      0.43        15

    accuracy                           0.68       150
   macro avg       0.59      0.54      0.55       150
weighted avg       0.65      0.68      0.65       150
