              precision    recall  f1-score   support

     class 0       0.69      0.44      0.54        25
     class 1       0.80      0.89      0.84        75
     class 2       0.52      0.34      0.41        35
     class 3       0.44      0.80      0.57        15

    accuracy                           0.68       150
   macro avg       0.61      0.62      0.59       150
weighted avg       0.68      0.68      0.66       150
