              precision    recall  f1-score   support

     class 0       0.85      0.68      0.76        25
     class 1       0.76      0.97      0.85        75
     class 2       0.89      0.49      0.63        35
     class 3       0.87      0.87      0.87        15

    accuracy                           0.80       150
   macro avg       0.84      0.75      0.78       150
weighted avg       0.82      0.80      0.79       150
