              precision    recall  f1-score   support

     class 0       0.83      0.76      0.79        25
     class 1       0.86      0.85      0.86        75
     class 2       0.75      0.69      0.72        35
     class 3       0.62      0.87      0.72        15

    accuracy                           0.80       150
   macro avg       0.76      0.79      0.77       150
weighted avg       0.81      0.80      0.80       150
