loss,accuracy,val_loss,val_accuracy
1.3223448991775513,0.5652649402618408,1.7138280868530273,0.5
0.8694235682487488,0.6734321713447571,2.0174479484558105,0.5
0.7163427472114563,0.7219251394271851,1.4718749523162842,0.5933333039283752
0.6470156311988831,0.7451385259628296,1.286119818687439,0.6133333444595337
0.5831385850906372,0.7693242430686951,1.0662109851837158,0.6066666841506958
0.5290372967720032,0.78925621509552,0.7408202886581421,0.7733333110809326
0.49992120265960693,0.8085804581642151,0.6488215923309326,0.7799999713897705
0.46751850843429565,0.8180602788925171,0.6323274970054626,0.7666666507720947
0.4447990655899048,0.8225571513175964,0.6155794262886047,0.8133333325386047
0.433094322681427,0.8353184461593628,0.6994466185569763,0.7400000095367432
0.42972689867019653,0.8354399800300598,0.5567024946212769,0.7933333516120911
0.4045861065387726,0.8467428088188171,0.7200000286102295,0.753333330154419
0.38515597581863403,0.8524550199508667,0.6422265768051147,0.7666666507720947
0.3779347836971283,0.8535488843917847,0.6125325560569763,0.7733333110809326
0.3770480751991272,0.8564656972885132,0.7461133003234863,0.7200000286102295
0.3656891882419586,0.8599902987480164,0.6205891966819763,0.800000011920929
0.3519304394721985,0.8667963147163391,0.742662787437439,0.753333330154419
0.3413885831832886,0.8717792630195618,0.5549088716506958,0.8266666531562805
0.3437620997428894,0.87408846616745,0.5024153590202332,0.8199999928474426
0.322505384683609,0.8798006772994995,0.7381380200386047,0.7666666507720947
0.3148515522480011,0.8795576095581055,0.8129850029945374,0.7599999904632568
0.2986106872558594,0.885391354560852,0.68896484375,0.7599999904632568
0.30101484060287476,0.8890374302864075,0.643017590045929,0.8199999928474426
0.3009415864944458,0.8867282271385193,0.6433268189430237,0.7866666913032532
0.2810449004173279,0.8924404382705688,0.7476595044136047,0.8066666722297668
0.2888505160808563,0.8869712948799133,0.6112499833106995,0.8199999928474426
0.2718316614627838,0.8954788446426392,0.8951725363731384,0.7599999904632568
0.266151487827301,0.8981526494026184,0.7435547113418579,0.800000011920929
0.25398311018943787,0.9021633267402649,0.743115246295929,0.8066666722297668
0.23471836745738983,0.9127370119094849,0.6462711691856384,0.8266666531562805
0.23569901287555695,0.9094555377960205,0.7569726705551147,0.8199999928474426
0.23176909983158112,0.912007749080658,0.6917513012886047,0.7933333516120911
0.2275160402059555,0.9152892827987671,0.7273502349853516,0.7799999713897705
0.21509626507759094,0.9191784262657166,0.8382617235183716,0.7866666913032532
0.20191913843154907,0.9223383665084839,0.7842805981636047,0.800000011920929
0.21261122822761536,0.9185707569122314,0.7570052146911621,0.8199999928474426
0.19505512714385986,0.9259844422340393,0.8508691191673279,0.8133333325386047
0.1908620148897171,0.9257413744926453,0.8483463525772095,0.8133333325386047
0.18418563902378082,0.9315751194953918,0.7755826711654663,0.8199999928474426
0.17932982742786407,0.9307243824005127,0.9563151001930237,0.7799999713897705
0.16875885426998138,0.9363150000572205,0.7160937786102295,0.8133333325386047
0.16655613481998444,0.9352211952209473,0.9881119728088379,0.8066666722297668
0.16501247882843018,0.9381380677223206,0.6439843773841858,0.846666693687439
0.1444345861673355,0.9427564144134521,1.0476171970367432,0.8066666722297668
0.14501965045928955,0.9455517530441284,0.9134374856948853,0.7799999713897705
0.15125063061714172,0.9447010159492493,0.8023046851158142,0.800000011920929
0.1340971291065216,0.9470102190971375,0.9267675876617432,0.8333333134651184
0.1296447217464447,0.951142430305481,0.7947005033493042,0.8399999737739563
0.13004885613918304,0.9495624899864197,0.8513997197151184,0.800000011920929
0.1227027103304863,0.9538162350654602,0.8558398485183716,0.8133333325386047
0.11335138976573944,0.9569761753082275,0.9508138298988342,0.8333333134651184
0.11250313371419907,0.9567331075668335,0.7323046922683716,0.8399999737739563
0.10008397698402405,0.9635391235351562,1.2986133098602295,0.753333330154419
0.10094614326953888,0.9614730477333069,1.106959581375122,0.8333333134651184
0.09656990319490433,0.9640252590179443,0.9572721123695374,0.8399999737739563
0.10778322070837021,0.9589207768440247,1.0839680433273315,0.800000011920929
0.09337969124317169,0.9648760557174683,0.9468749761581421,0.800000011920929
0.09408897161483765,0.9657267928123474,1.2877213954925537,0.7933333516120911
0.10062010586261749,0.962202250957489,0.9891341328620911,0.8199999928474426
0.09303164482116699,0.9662129282951355,1.5670963525772095,0.746666669845581
0.08644993603229523,0.9692513346672058,1.05810546875,0.8066666722297668
0.09397571533918381,0.9653621912002563,1.2672721147537231,0.753333330154419
0.07785753905773163,0.9720466732978821,1.1376953125,0.8333333134651184
0.06851926445960999,0.9749635457992554,0.8812760710716248,0.8199999928474426
0.07358866930007935,0.9721682071685791,1.1945573091506958,0.8066666722297668
0.07804218679666519,0.9709528684616089,1.1158332824707031,0.7933333516120911
0.09376545995473862,0.9654837250709534,1.3581054210662842,0.753333330154419
0.0744229331612587,0.9733835458755493,1.146484375,0.8133333325386047
0.05805657058954239,0.9780019521713257,1.1073567867279053,0.8333333134651184
