precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.8429550438596491,0.8,0.7514285714285714,0.85,0.68,0.7604166666666666,0.9733333333333334,0.8947368421052632,0.4857142857142857,0.8666666666666667,0.8666666666666667,2203.7287430763245
