precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.8067210567210568,0.82,0.7957142857142857,0.8076923076923077,0.84,0.8333333333333334,0.9333333333333333,0.8636363636363636,0.5428571428571428,0.7222222222222222,0.8666666666666667,2209.1898999214172
