precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.8174151595204228,0.8133333333333334,0.8019047619047619,1.0,0.68,0.8571428571428571,0.88,0.6756756756756757,0.7142857142857143,0.7368421052631579,0.9333333333333333,1986.8340318202972
