              precision    recall  f1-score   support

     class 0       0.81      0.84      0.82        25
     class 1       0.83      0.93      0.88        75
     class 2       0.86      0.54      0.67        35
     class 3       0.72      0.87      0.79        15

    accuracy                           0.82       150
   macro avg       0.81      0.80      0.79       150
weighted avg       0.83      0.82      0.81       150
