              precision    recall  f1-score   support

     class 0       0.79      0.76      0.78        25
     class 1       0.89      0.85      0.87        75
     class 2       0.74      0.71      0.72        35
     class 3       0.65      0.87      0.74        15

    accuracy                           0.81       150
   macro avg       0.77      0.80      0.78       150
weighted avg       0.81      0.81      0.81       150
