              precision    recall  f1-score   support

     class 0       0.68      0.52      0.59        25
     class 1       0.67      0.85      0.75        75
     class 2       0.41      0.31      0.35        35
     class 3       0.78      0.47      0.58        15

    accuracy                           0.63       150
   macro avg       0.64      0.54      0.57       150
weighted avg       0.62      0.63      0.62       150
