precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8272331154684096,0.8434782608695652,0.7333333333333334,1.0,0.48,0.8705882352941177,0.9866666666666667,0.6111111111111112,0.7333333333333333,944.8087060451508
