              precision    recall  f1-score   support

     class 0       1.00      0.48      0.65        25
     class 1       0.89      0.96      0.92        75
     class 2       0.59      0.87      0.70        15

    accuracy                           0.84       115
   macro avg       0.83      0.77      0.76       115
weighted avg       0.87      0.84      0.83       115
