              precision    recall  f1-score   support

     class 0       0.93      0.56      0.70        25
     class 1       0.94      0.91      0.93        75
     class 2       0.50      0.93      0.65        15

    accuracy                           0.83       115
   macro avg       0.79      0.80      0.76       115
weighted avg       0.88      0.83      0.84       115
