precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8449306551889048,0.8782608695652174,0.7955555555555556,0.8823529411764706,0.6,0.9024390243902439,0.9866666666666667,0.75,0.8,1283.539752960205
