precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.9029411764705881,0.8782608695652174,0.7777777777777778,0.95,0.76,0.8588235294117647,0.9733333333333334,0.9,0.6,1693.8534572124481
