              precision    recall  f1-score   support

     class 0       0.95      0.76      0.84        25
     class 1       0.86      0.97      0.91        75
     class 2       0.90      0.60      0.72        15

    accuracy                           0.88       115
   macro avg       0.90      0.78      0.83       115
weighted avg       0.88      0.88      0.87       115
