precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7031372549019608,0.6466666666666666,0.5252380952380953,0.7058823529411765,0.48,0.6666666666666666,0.9066666666666666,0.44,0.3142857142857143,1.0,0.4,3649.815017938614
