best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.28231582045555115,0.43379390239715576,0.9002912640571594,0.843478262424469,0.0010000000474974513,21
