precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8475355054302423,0.8521739130434782,0.7555555555555555,0.9473684210526315,0.72,0.8452380952380952,0.9466666666666667,0.75,0.6,699.0155687332153
