precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8929954954954956,0.9391304347826087,0.9066666666666667,0.88,0.88,0.9864864864864865,0.9733333333333334,0.8125,0.8666666666666667,10190.029818296432
