              precision    recall  f1-score   support

     class 0       0.88      0.88      0.88        25
     class 1       0.99      0.97      0.98        75
     class 2       0.81      0.87      0.84        15

    accuracy                           0.94       115
   macro avg       0.89      0.91      0.90       115
weighted avg       0.94      0.94      0.94       115
