precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7809751213046076,0.8266666666666667,0.7895238095238095,0.6785714285714286,0.76,0.9113924050632911,0.96,0.7692307692307693,0.5714285714285714,0.7647058823529411,0.8666666666666667,11526.811181306839
