              precision    recall  f1-score   support

     class 0       0.95      0.80      0.87        25
     class 1       0.89      0.97      0.93        75
     class 2       0.83      0.67      0.74        15

    accuracy                           0.90       115
   macro avg       0.89      0.81      0.85       115
weighted avg       0.90      0.90      0.89       115
