best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.22482222318649292,0.2885206937789917,0.9174233078956604,0.895652174949646,0.0010000000474974513,20
