              precision    recall  f1-score   support

     class 0       0.66      0.76      0.70        25
     class 1       0.97      0.93      0.95        75
     class 2       0.73      0.69      0.71        35
     class 3       0.81      0.87      0.84        15

    accuracy                           0.84       150
   macro avg       0.79      0.81      0.80       150
weighted avg       0.85      0.84      0.84       150
