precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7900755494505495,0.8266666666666667,0.7895238095238095,0.6785714285714286,0.76,0.9,0.96,0.7692307692307693,0.5714285714285714,0.8125,0.8666666666666667,0.004506111145019531
