precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8327649900539926,0.8,0.6311111111111111,0.8823529411764706,0.6,0.782608695652174,0.96,0.8333333333333334,0.3333333333333333,525.4752094745636
