precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.9456327985739751,0.9043478260869565,0.791111111111111,0.9545454545454546,0.84,0.8823529411764706,1.0,1.0,0.5333333333333333,2170.1564552783966
