              precision    recall  f1-score   support

     class 0       0.95      0.84      0.89        25
     class 1       0.88      1.00      0.94        75
     class 2       1.00      0.53      0.70        15

    accuracy                           0.90       115
   macro avg       0.95      0.79      0.84       115
weighted avg       0.91      0.90      0.90       115
