              precision    recall  f1-score   support

     class 0       0.58      0.60      0.59        25
     class 1       0.75      0.76      0.75        75
     class 2       0.46      0.31      0.37        35
     class 3       0.29      0.47      0.36        15

    accuracy                           0.60       150
   macro avg       0.52      0.54      0.52       150
weighted avg       0.61      0.60      0.60       150
