              precision    recall  f1-score   support

     class 0       0.50      0.56      0.53        25
     class 1       0.73      0.80      0.76        75
     class 2       0.37      0.20      0.26        35
     class 3       0.38      0.53      0.44        15

    accuracy                           0.59       150
   macro avg       0.50      0.52      0.50       150
weighted avg       0.57      0.59      0.58       150
