              precision    recall  f1-score   support

     class 0       0.57      0.80      0.67        25
     class 1       0.74      0.84      0.79        75
     class 2       0.50      0.20      0.29        35
     class 3       0.38      0.40      0.39        15

    accuracy                           0.64       150
   macro avg       0.55      0.56      0.53       150
weighted avg       0.62      0.64      0.61       150
