precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.9033918128654971,0.9391304347826087,0.9155555555555557,1.0,0.84,0.9733333333333334,0.9733333333333334,0.7368421052631579,0.9333333333333333,6151.902054786682
