              precision    recall  f1-score   support

     class 0       0.85      0.92      0.88        25
     class 1       0.99      0.99      0.99        75
     class 2       0.92      0.80      0.86        15

    accuracy                           0.95       115
   macro avg       0.92      0.90      0.91       115
weighted avg       0.95      0.95      0.95       115
