              precision    recall  f1-score   support

     class 0       0.83      0.80      0.82        25
     class 1       0.99      0.99      0.99        75
     class 2       0.75      0.80      0.77        15

    accuracy                           0.92       115
   macro avg       0.86      0.86      0.86       115
weighted avg       0.92      0.92      0.92       115
