precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8994601889338733,0.9304347826086956,0.8844444444444445,1.0,0.72,0.9615384615384616,1.0,0.7368421052631579,0.9333333333333333,1380.3312892913818
