precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8566666666666668,0.9217391304347826,0.8622222222222223,0.8333333333333334,0.8,0.9866666666666667,0.9866666666666667,0.75,0.8,1901.7539653778076
