              precision    recall  f1-score   support

     class 0       1.00      0.68      0.81        25
     class 1       0.93      1.00      0.96        75
     class 2       0.82      0.93      0.88        15

    accuracy                           0.92       115
   macro avg       0.92      0.87      0.88       115
weighted avg       0.93      0.92      0.92       115
