precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.9205318138651473,0.9478260869565217,0.9022222222222224,0.8518518518518519,0.92,0.9866666666666667,0.9866666666666667,0.9230769230769231,0.8,2264.434989452362
