              precision    recall  f1-score   support

     class 0       0.67      0.80      0.73        25
     class 1       0.76      0.95      0.84        75
     class 2       0.72      0.37      0.49        35
     class 3       1.00      0.53      0.70        15

    accuracy                           0.75       150
   macro avg       0.79      0.66      0.69       150
weighted avg       0.76      0.75      0.73       150
