loss,accuracy,val_loss,val_accuracy,lr
0.9519608020782471,0.5988089442253113,1.2244657278060913,0.4000000059604645,0.001
0.8521556854248047,0.6328390836715698,1.2706027030944824,0.4399999976158142,0.001
0.8111959099769592,0.6508264541625977,1.187596082687378,0.41999998688697815,0.001
0.7769293189048767,0.6631016135215759,1.2828733921051025,0.5666666626930237,0.001
0.7518244981765747,0.6753767728805542,0.976940929889679,0.6200000047683716,0.001
0.7389875650405884,0.6791443824768066,1.0349589586257935,0.5333333611488342,0.001
0.7279925346374512,0.6876519322395325,0.8590596318244934,0.653333306312561,0.001
0.7145054936408997,0.6983470916748047,0.8237541913986206,0.6800000071525574,0.001
0.7057222127914429,0.7033300995826721,0.9704207181930542,0.6333333253860474,0.001
0.6951216459274292,0.7039377689361572,1.0374658107757568,0.5400000214576721,0.001
0.685656726360321,0.7089207768440247,0.8996753692626953,0.6000000238418579,0.001
0.6796793937683105,0.7113514542579651,0.9421559572219849,0.6133333444595337,0.001
0.6754335761070251,0.711837649345398,0.816397488117218,0.6933333277702332,0.001
0.6706807017326355,0.7158483266830444,1.0883557796478271,0.5799999833106995,0.001
0.6608703136444092,0.721439003944397,0.9052188992500305,0.6333333253860474,0.001
0.6590090990066528,0.7242343425750732,0.8232623338699341,0.6466666460037231,0.001
0.6521294116973877,0.7282450199127197,0.8080257177352905,0.653333306312561,0.001
0.6444008946418762,0.7242343425750732,0.8305877447128296,0.6800000071525574,0.001
0.6428554654121399,0.7326202988624573,0.7863485813140869,0.699999988079071,0.001
0.6336806416511536,0.7379679083824158,0.7711413502693176,0.6733333468437195,0.001
0.623196542263031,0.739183247089386,0.759305477142334,0.6866666674613953,0.001
0.6247364282608032,0.740763247013092,1.038334846496582,0.6399999856948853,0.001
0.6214956045150757,0.7445308566093445,0.9245786666870117,0.6133333444595337,0.001
0.62298184633255,0.7384540438652039,0.8457539081573486,0.6866666674613953,0.001
0.6194688677787781,0.7425863146781921,1.760443091392517,0.4333333373069763,0.001
0.6034392714500427,0.7512153387069702,1.0026310682296753,0.5866666436195374,0.001
0.6005180478096008,0.7514584064483643,0.8665900826454163,0.6066666841506958,0.001
0.599065363407135,0.7517015337944031,0.916544497013092,0.5933333039283752,0.001
0.5897691249847412,0.7582644820213318,0.8322632908821106,0.6666666865348816,0.001
0.5923956036567688,0.7551045417785645,0.8556642532348633,0.6466666460037231,0.001
0.5835190415382385,0.7640982270240784,0.8037874698638916,0.6066666841506958,0.001
0.5808157324790955,0.7619105577468872,0.7857128977775574,0.6866666674613953,0.001
0.574927031993866,0.7644628286361694,0.7297670841217041,0.7266666889190674,0.001
0.5690117478370667,0.7679873704910278,1.0224744081497192,0.6333333253860474,0.001
0.5560610294342041,0.7721195816993713,0.9526987671852112,0.6133333444595337,0.001
0.5638209581375122,0.7717549800872803,0.7035236358642578,0.7400000095367432,0.001
0.5417542457580566,0.7805055975914001,0.7743930816650391,0.7266666889190674,0.001
0.5522667765617371,0.7728487849235535,0.8567454218864441,0.6333333253860474,0.001
0.5438211560249329,0.7819640040397644,0.7591220140457153,0.6800000071525574,0.001
0.5331586599349976,0.7845162749290466,0.8969041705131531,0.6266666650772095,0.001
0.5241978764533997,0.7857316732406616,0.8912969827651978,0.6733333468437195,0.001
0.5292849540710449,0.7801409959793091,0.8456799387931824,0.7333333492279053,0.001
0.5214797854423523,0.788040816783905,0.9364297389984131,0.6466666460037231,0.001
0.5157777667045593,0.7938745617866516,1.1351925134658813,0.5733333230018616,0.001
0.5006183385848999,0.7960622310638428,0.9913091063499451,0.6066666841506958,0.001
0.49260133504867554,0.8027467131614685,0.8797093629837036,0.6466666460037231,0.001
0.49785399436950684,0.7965483665466309,1.1207996606826782,0.54666668176651,0.001
0.484634667634964,0.8054205179214478,0.8520821928977966,0.6333333253860474,0.001
0.4777795970439911,0.808215856552124,0.8864043951034546,0.6133333444595337,0.001
0.46926212310791016,0.80797278881073,0.9605173468589783,0.6800000071525574,0.001
0.4594973921775818,0.8149003386497498,0.9216298460960388,0.653333306312561,0.001
0.46144935488700867,0.8141711354255676,0.8944506645202637,0.6600000262260437,0.001
0.4404829442501068,0.8260816931724548,1.0748183727264404,0.5799999833106995,0.001
0.38987213373184204,0.8480797410011292,0.8830039501190186,0.699999988079071,0.0005
0.36970773339271545,0.8576810956001282,1.0116815567016602,0.653333306312561,0.0005
0.3572501540184021,0.864851713180542,0.8489099144935608,0.6933333277702332,0.0005
0.3478213846683502,0.8698347210884094,0.854396641254425,0.6733333468437195,0.0005
0.3404403328895569,0.8681331872940063,0.9131758809089661,0.6800000071525574,0.0005
0.33041834831237793,0.8766407370567322,0.879530668258667,0.7133333086967468,0.0005
0.31599050760269165,0.8842975497245789,0.9987280368804932,0.6866666674613953,0.0005
0.3150380253791809,0.8829606175422668,1.0996520519256592,0.6000000238418579,0.0005
0.30508318543434143,0.8824744820594788,1.6151459217071533,0.4533333480358124,0.0005
0.3057357370853424,0.883811354637146,0.9741281867027283,0.6866666674613953,0.0005
0.2904251217842102,0.8925619721412659,1.0173107385635376,0.6733333468437195,0.0005
0.2756577134132385,0.8973019123077393,0.9539031982421875,0.6266666650772095,0.0005
0.2722056806087494,0.8981526494026184,1.0344860553741455,0.6333333253860474,0.0005
0.25940340757369995,0.9054448008537292,1.2388899326324463,0.5,0.0005
0.25306421518325806,0.9059309959411621,1.000196933746338,0.6733333468437195,0.0005
0.23647062480449677,0.9175984263420105,1.1949684619903564,0.653333306312561,0.0005
0.23638233542442322,0.9169907569885254,1.1488476991653442,0.6800000071525574,0.0005
0.1921403408050537,0.9395964741706848,1.0547696352005005,0.6399999856948853,0.00025
0.17883916199207306,0.9468886852264404,1.123970627784729,0.6600000262260437,0.00025
0.17581528425216675,0.9470102190971375,1.0618407726287842,0.653333306312561,0.00025
0.16846951842308044,0.9490763545036316,1.0946850776672363,0.6866666674613953,0.00025
0.16209885478019714,0.9560039043426514,1.142638087272644,0.6133333444595337,0.00025
0.1593034863471985,0.9550315737724304,1.1150647401809692,0.6733333468437195,0.00025
0.1463802307844162,0.961837649345398,1.0958184003829956,0.6666666865348816,0.00025
0.14685188233852386,0.9596499800682068,1.1262485980987549,0.6600000262260437,0.00025
0.1423524171113968,0.9614730477333069,1.4411817789077759,0.653333306312561,0.00025
0.13651517033576965,0.9654837250709534,1.4216736555099487,0.5400000214576721,0.00025
0.13420194387435913,0.9639037251472473,1.1830344200134277,0.6066666841506958,0.00025
0.13011719286441803,0.9660913944244385,1.1947216987609863,0.6666666865348816,0.00025
0.12570820748806,0.9680359959602356,1.204930067062378,0.6733333468437195,0.00025
0.12525151669979095,0.9664559960365295,1.1668798923492432,0.6666666865348816,0.00025
0.11720190942287445,0.9710744023323059,1.2750694751739502,0.6600000262260437,0.00025
