precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7860520094562647,0.7466666666666667,0.6628571428571428,0.6666666666666666,0.8,0.7553191489361702,0.9466666666666667,0.7222222222222222,0.37142857142857144,1.0,0.5333333333333333,3247.7012453079224
