best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.5867862701416016,0.6852465867996216,0.7627612948417664,0.699999988079071,0.0010000000474974513,30
