precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7448076923076923,0.74,0.6576190476190475,0.72,0.72,0.74,0.9866666666666667,0.75,0.2571428571428571,0.7692307692307693,0.6666666666666666,3004.2047522068024
