best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4080830514431,0.5112218856811523,0.836776852607727,0.8399999737739563,0.0010000000474974513,56
