              precision    recall  f1-score   support

     class 0       0.86      0.48      0.62        25
     class 1       0.81      0.97      0.88        75
     class 2       0.71      0.34      0.46        35
     class 3       0.45      0.87      0.59        15

    accuracy                           0.73       150
   macro avg       0.71      0.67      0.64       150
weighted avg       0.76      0.73      0.71       150
