              precision    recall  f1-score   support

     class 0       0.91      0.40      0.56        25
     class 1       0.82      0.93      0.88        75
     class 2       0.57      0.46      0.51        35
     class 3       0.54      0.93      0.68        15

    accuracy                           0.73       150
   macro avg       0.71      0.68      0.66       150
weighted avg       0.75      0.73      0.72       150
