precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.6900592997219557,0.72,0.6495238095238096,0.8,0.48,0.7634408602150538,0.9466666666666667,0.5652173913043478,0.37142857142857144,0.631578947368421,0.8,1533.8686199188232
