              precision    recall  f1-score   support

     class 0       0.80      0.48      0.60        25
     class 1       0.76      0.95      0.85        75
     class 2       0.57      0.37      0.45        35
     class 3       0.63      0.80      0.71        15

    accuracy                           0.72       150
   macro avg       0.69      0.65      0.65       150
weighted avg       0.71      0.72      0.70       150
