              precision    recall  f1-score   support

     class 0       0.96      0.88      0.92        25
     class 1       0.97      0.97      0.97        75
     class 2       0.82      0.93      0.88        15

    accuracy                           0.95       115
   macro avg       0.92      0.93      0.92       115
weighted avg       0.95      0.95      0.95       115
