loss,accuracy,val_loss,val_accuracy,lr
0.4279133081436157,0.8533493280410767,0.7181766629219055,0.7565217614173889,0.001
0.3077615201473236,0.882473886013031,0.35894492268562317,0.834782600402832,0.001
0.2737845182418823,0.8937810659408569,0.2773575186729431,0.8608695864677429,0.001
0.2532636821269989,0.9006338715553284,0.3976258337497711,0.8173912763595581,0.001
0.22830647230148315,0.9115984439849854,0.3315242528915405,0.8695651888847351,0.001
0.2216719686985016,0.9165667295455933,0.25912442803382874,0.886956512928009,0.001
0.21093176305294037,0.9170807003974915,0.26634982228279114,0.904347836971283,0.001
0.212167426943779,0.9179372787475586,0.22190400958061218,0.904347836971283,0.001
0.1950683444738388,0.9218776822090149,0.19572813808918,0.939130425453186,0.001
0.202174112200737,0.9182799458503723,0.27576079964637756,0.8608695864677429,0.001
0.19365432858467102,0.9234195351600647,0.26423025131225586,0.904347836971283,0.001
0.19194990396499634,0.927017331123352,0.3194454610347748,0.8695651888847351,0.001
0.18653301894664764,0.9295871257781982,0.23132261633872986,0.895652174949646,0.001
0.1833445131778717,0.9301010966300964,0.3250511586666107,0.8695651888847351,0.001
0.18053162097930908,0.9314716458320618,0.23785996437072754,0.9217391014099121,0.001
0.1784133017063141,0.9338701367378235,0.258593887090683,0.8782608509063721,0.001
0.17564226686954498,0.9313003420829773,0.21697090566158295,0.9130434989929199,0.001
0.17250694334506989,0.9324995875358582,0.1670382022857666,0.939130425453186,0.001
0.16860716044902802,0.9386671185493469,0.19292154908180237,0.9304347634315491,0.001
0.16852131485939026,0.9364399313926697,0.19371448457241058,0.947826087474823,0.001
0.16546911001205444,0.9378105401992798,0.22204707562923431,0.9217391014099121,0.001
0.16827033460140228,0.9324995875358582,0.19371150434017181,0.9217391014099121,0.001
0.16226886212825775,0.9338701367378235,0.24392704665660858,0.895652174949646,0.001
0.16445644199848175,0.9374678730964661,0.1865570843219757,0.9304347634315491,0.001
0.1613994985818863,0.9378105401992798,0.2116943895816803,0.9130434989929199,0.001
0.15744636952877045,0.940380334854126,0.18545152246952057,0.939130425453186,0.001
0.1523880958557129,0.944149374961853,0.2014675736427307,0.9217391014099121,0.001
0.15560266375541687,0.9429501295089722,0.23828253149986267,0.9130434989929199,0.001
0.15247401595115662,0.9412369132041931,0.21240133047103882,0.9130434989929199,0.001
0.15189814567565918,0.9415795803070068,0.170456662774086,0.9217391014099121,0.001
0.14682188630104065,0.9436354041099548,0.17677198350429535,0.947826087474823,0.001
0.1424456536769867,0.9451773166656494,0.202384814620018,0.9130434989929199,0.001
0.14591296017169952,0.9438067674636841,0.19400587677955627,0.9217391014099121,0.001
0.14058998227119446,0.9482610821723938,0.20722320675849915,0.9304347634315491,0.001
0.1409793198108673,0.9482610821723938,0.17069078981876373,0.939130425453186,0.001
0.12083007395267487,0.9552852511405945,0.1813046932220459,0.939130425453186,0.0005
0.11630268394947052,0.9539147019386292,0.1758694052696228,0.9217391014099121,0.0005
0.11213284730911255,0.9592256546020508,0.17141707241535187,0.9304347634315491,0.0005
0.11261260509490967,0.9585403203964233,0.1718602329492569,0.939130425453186,0.0005
0.11281540989875793,0.957169771194458,0.1959737241268158,0.939130425453186,0.0005
0.10686936974525452,0.9604249000549316,0.1554238200187683,0.939130425453186,0.0005
0.10891839861869812,0.9583690166473389,0.20358285307884216,0.9130434989929199,0.0005
0.10058246552944183,0.9600822329521179,0.18419042229652405,0.9130434989929199,0.0005
0.10632993280887604,0.9587116837501526,0.14976051449775696,0.947826087474823,0.0005
0.09957113862037659,0.9621380567550659,0.14896127581596375,0.947826087474823,0.0005
0.10106708854436874,0.9595682621002197,0.14491786062717438,0.939130425453186,0.0005
0.09492553770542145,0.9645365476608276,0.17730695009231567,0.9304347634315491,0.0005
0.09603011608123779,0.9641939401626587,0.18284489214420319,0.9304347634315491,0.0005
