              precision    recall  f1-score   support

     class 0       0.79      0.44      0.56        25
     class 1       0.78      0.92      0.84        75
     class 2       0.51      0.57      0.54        35
     class 3       1.00      0.53      0.70        15

    accuracy                           0.72       150
   macro avg       0.77      0.62      0.66       150
weighted avg       0.74      0.72      0.71       150
