              precision    recall  f1-score   support

     class 0       0.71      0.60      0.65        25
     class 1       0.69      0.87      0.77        75
     class 2       0.50      0.43      0.46        35
     class 3       1.00      0.33      0.50        15

    accuracy                           0.67       150
   macro avg       0.73      0.56      0.60       150
weighted avg       0.68      0.67      0.65       150
