best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.7474298477172852,0.8673084378242493,0.6874088644981384,0.6800000071525574,0.0010000000474974513,18
