precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7264437689969605,0.6666666666666666,0.5571428571428572,0.7142857142857143,0.6,0.6914893617021277,0.8666666666666667,0.5,0.42857142857142855,1.0,0.3333333333333333,3343.814037799835
